,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
1206,11,20.3,88.5,20.3,44.6,48.93,5.1,7.0,19.1,30.1,6,6,1.0,9,19,0.474,5,18,0.278,0.8,4.1,16.2,91.3051,5.8,50683,1.0,4.0,9.0,5.0,9.0,0.4444,0.5556,1.0,1.0,1.0,94.9876,95.1528,1.39753,29.158,0.597052,-0.83474,1.43179,-1.58788,12.5455,-3.30183,1.71395,0.5455,0.8182,1.3636,1.3636,0.9091,0.0909,3.5455,0.0
1207,10,8.9,91.2,14.6,45.7,50.29,2.1,7.2,5.6,22.9,5,6,0.833,6,14,0.429,3,9,0.333,1.0,1.7,26.1,87.4274,2.7,45057,0.49994583,4.0,6.0,2.0,8.0,0.6667,0.25,0.0,0.0,0.0,103.721,104.483,0.882362,16.2031,-6.28959,-4.73723,-1.55236,-3.86598,11.6154,-2.88558,-0.980402,0.2308,1.1538,1.3846,0.4615,0.3077,0.0769,3.0,0.0
1208,2,0.4,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,-2.6802,0.0,47899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.821,110.442,0.160415,0.516639,-10.7271,-6.84433,-3.88275,-16.6601,6.0,-10.4318,-6.22827,0.0,0.25,0.25,0.75,0.5,0.0,1.5,0.0
1209,25,55.3,111.7,19.5,61.1,62.49,8.3,22.9,10.5,20.1,30,43,0.698,87,131,0.664,8,31,0.258,3.5,1.2,26.5,114.942,4.3,51244,0.69230775,72.0,91.0,15.0,40.0,0.7912,0.375,15.0,15.0,1.0,96.8934,94.1826,2.5383,119.866,3.77712,1.79962,1.9775,3.71615,22.56,2.42805,1.2881,1.64,4.8,6.44,1.08,0.48,0.72,9.12,0.0
1210,22,49.2,93.2,15.6,54.4,55.4,6.4,15.9,9.0,27.8,21,37,0.568,37,66,0.561,4,13,0.308,0.5,2.9,46.8,89.4959,2.8,51450,0.65715974,33.0,55.0,4.0,11.0,0.6,0.3636,0.0,1.0,0.0,103.122,101.684,1.82653,89.7342,-0.454565,-1.55429,1.09973,-0.40347,20.913,-1.30476,0.901292,1.1304,2.8696,4.0,1.0,1.0435,0.087,4.8696,0.0
1211,16,40.9,102.0,26.1,47.5,51.15,3.4,11.8,12.2,10.3,37,49,0.755,52,122,0.426,23,60,0.383,0.5,1.6,26.9,109.386,3.6,70455,1.1,29.0,55.0,23.0,67.0,0.5273,0.3433,0.0,0.0,0.0,110.089,107.421,1.75939,69.6046,-1.00124,1.56499,-2.56622,0.991748,25.5625,2.68182,-1.69008,0.8125,2.625,3.4375,1.375,0.75,0.125,13.125,0.0
1212,20,30.8,87.7,20.2,42.6,43.88,3.7,11.2,4.7,13.5,5,6,0.833,7,22,0.318,22,72,0.306,1.5,1.1,6.4,86.4701,2.2,72931,0.46149942,4.0,9.0,3.0,13.0,0.4444,0.2308,0.0,0.0,0.0,112.031,114.708,0.563863,40.323,-6.44329,-2.01497,-4.42832,-5.07425,13.2273,-1.20414,-3.87011,0.5,1.4091,1.9091,0.2727,0.3182,0.2273,4.5455,0.0
1213,22,14.8,97.3,14.7,47.6,49.25,4.6,8.5,5.0,17.7,7,12,0.583,15,29,0.517,3,12,0.25,3.0,0.3,29.3,87.3231,3.9,50757,0.75014376,10.0,18.0,5.0,11.0,0.5556,0.4545,0.0,0.0,0.0,105.105,109.33,0.58067,27.7821,-3.92533,-2.89338,-1.03195,-4.10109,8.6957,-3.01006,-1.09103,0.5217,0.6087,1.1304,0.2609,0.0435,0.2174,2.3478,0.0
1214,33,56.6,102.0,14.4,47.8,52.69,4.7,8.0,14.1,20.6,43,59,0.729,56,108,0.519,7,31,0.226,1.6,1.2,42.4,92.9146,3.7,42873,1.36588705,29.0,42.0,26.0,65.0,0.6905,0.4,0.0,0.0,0.0,98.8474,100.596,2.26731,127.2,-0.254797,-1.86561,1.61081,-0.273357,22.7429,-2.11031,1.83695,0.9429,1.6286,2.5714,1.6,0.5143,0.3143,5.3143,0.0
1215,6,0.5,13.7,31.5,0.0,0.0,0.0,32.9,22.0,27.7,0,1,0.0,0,0,0.0,0,3,0.0,0.0,0.0,33.3,10.4462,0.0,20260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.619,105.02,0.0978068,1.42287,-17.9398,-15.8697,-2.07009,-28.6476,1.1667,-19.0485,-9.59913,0.0,0.3333,0.3333,0.1667,0.0,0.0,0.0,0.0
1216,17,6.6,67.1,25.3,43.8,46.08,6.1,20.9,11.9,39.2,6,12,0.5,4,11,0.364,2,5,0.4,3.3,1.7,75.0,68.8561,10.3,9096,0.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0643,94.5894,0.467164,14.8178,-6.95258,-8.26916,1.31658,-6.26285,4.3529,-8.10951,1.84666,0.2353,0.7647,1.0,0.2353,0.1176,0.1176,1.1765,0.0
1217,25,89.7,103.0,25.5,49.2,53.27,1.7,8.2,13.9,13.3,87,112,0.777,39,115,0.339,96,257,0.374,0.1,1.9,30.1,105.525,1.4,31110,1.0,23.0,53.0,16.0,62.0,0.434,0.2581,0.0,0.0,0.0,109.882,114.237,1.92317,136.809,-1.60343,1.88089,-3.48432,0.466905,36.24,2.77329,-2.30639,0.52,2.56,3.08,2.12,1.2,0.04,18.12,0.0
1218,25,46.5,101.1,18.2,53.0,55.57,2.7,9.8,11.6,19.9,27,38,0.711,32,63,0.508,26,71,0.366,0.8,2.3,28.4,95.6788,4.8,72002,1.0,24.0,49.0,8.0,14.0,0.4898,0.5714,0.0,0.0,0.0,89.691,92.4883,2.24396,87.4398,-0.174058,-1.04761,0.873548,0.0126439,18.0,-1.35422,1.36687,0.3793,1.4828,1.8621,1.2069,0.8276,0.1034,6.6207,0.0
1219,25,77.2,102.2,21.1,55.4,55.43,4.3,12.0,12.9,18.3,39,74,0.527,77,146,0.527,44,112,0.393,0.4,1.4,28.7,97.8941,2.4,14143,0.87037033,52.0,78.0,25.0,68.0,0.6667,0.3676,0.0,0.0,0.0,104.734,109.587,1.93257,132.086,-1.59783,-0.118314,-1.47952,-0.690174,32.44,0.931547,-1.62172,1.28,3.32,4.6,1.88,0.76,0.12,13.0,0.0
1220,10,1.4,104.2,23.5,64.3,62.89,0.0,32.7,0.0,14.8,1,2,0.5,3,3,1.0,1,4,0.25,0.0,3.5,28.6,109.782,2.1,50371,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,80.2308,77.1598,0.344735,4.58753,-3.32858,-1.66702,-1.66155,7.24098,1.9,2.44179,4.79919,0.0,0.5,0.5,0.0,0.1,0.0,1.0,0.0
1221,30,21.1,107.7,13.4,57.8,58.68,10.1,11.5,4.0,21.4,12,20,0.6,28,49,0.571,1,2,0.5,2.3,1.0,39.2,99.9993,6.2,19393,0.42854084,20.0,28.0,8.0,21.0,0.7143,0.381,1.0,1.0,1.0,100.176,97.0885,0.987871,48.6956,1.5839,0.359641,1.22426,-0.238346,9.7,-1.32315,1.0848,0.8,0.9667,1.7667,0.2,0.1667,0.2,2.3667,0.0
1222,28,72.7,114.1,15.9,58.1,60.1,1.7,7.6,15.1,18.4,23,27,0.852,33,63,0.524,50,123,0.407,0.0,1.1,14.5,103.877,1.6,15069,1.51354619,29.0,54.0,4.0,9.0,0.537,0.4444,0.0,0.0,0.0,110.854,112.449,1.40278,102.732,-0.396341,2.19185,-2.58819,0.112306,29.2143,1.89326,-1.78096,0.3571,1.6429,2.0,2.0,0.5,0.0,8.5357,0.0
1223,30,87.3,102.6,23.5,49.4,53.6,1.7,11.3,30.8,18.8,89,119,0.748,103,216,0.477,43,123,0.35,0.8,2.1,35.1,103.284,2.4,38588,1.82498983,65.0,109.0,38.0,107.0,0.5963,0.3551,0.0,0.0,0.0,111.156,113.772,1.92692,176.828,-0.316345,1.49232,-1.80866,-0.503962,34.9,0.989405,-1.49337,0.5,3.3333,3.8333,4.8667,1.2667,0.2667,14.1333,0.0
1224,29,63.3,108.4,17.3,50.7,53.77,3.4,8.2,13.7,14.8,32,38,0.842,48,112,0.429,38,95,0.4,0.1,1.9,18.4,104.586,2.1,44071,1.63643555,9.0,27.0,39.0,84.0,0.3333,0.4643,0.0,0.0,0.0,112.56,110.965,1.57989,113.972,0.699689,2.16876,-1.46907,0.0244337,25.4138,1.08638,-1.06195,0.7241,1.8276,2.5517,1.8621,0.8621,0.0345,8.3448,0.0
1225,27,64.5,115.1,24.8,53.3,57.98,5.6,9.6,9.9,12.1,89,109,0.817,87,163,0.534,51,144,0.354,0.6,2.6,35.5,120.507,2.7,660,0.76924674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.718,109.364,1.68011,124.648,2.17239,4.7159,-2.54351,4.89016,28.7778,5.9636,-1.07345,1.4444,2.1481,3.5926,1.1111,1.2593,0.1481,15.4074,0.0
1226,21,9.9,96.9,15.6,40.9,45.91,14.3,14.9,1.8,17.2,7,11,0.636,9,22,0.409,0,0,0.0,3.1,1.6,50.0,90.4562,8.3,27571,0.199916,8.0,15.0,1.0,7.0,0.5333,0.1429,0.0,0.0,0.0,107.026,105.212,0.374614,18.449,-4.57259,-2.03379,-2.5388,-4.94272,5.4762,-3.29952,-1.6432,0.6667,0.619,1.2857,0.0476,0.1429,0.1429,1.1905,0.0
1227,13,6.1,117.0,11.8,50.0,50.51,12.1,12.0,5.5,6.9,3,6,0.5,6,12,0.5,0,0,0.0,1.4,3.3,50.0,104.572,9.9,15357,2.0,5.0,6.0,1.0,6.0,0.8333,0.1667,0.0,0.0,0.0,102.221,99.8311,0.516705,14.5201,1.66531,1.15583,0.509486,-0.0153945,5.6154,-2.62618,2.61079,0.6154,0.6154,1.2308,0.1538,0.3077,0.0769,1.1538,0.0
1228,26,57.1,101.6,18.6,50.8,51.21,8.7,18.0,13.3,21.5,18,34,0.529,83,149,0.557,7,35,0.2,2.5,2.1,18.5,106.094,3.5,51673,1.10415994,68.0,111.0,15.0,38.0,0.6126,0.3947,15.0,19.0,0.7895,97.0784,92.7111,3.27031,141.718,4.25222,1.60801,2.64421,2.44279,28.0,0.806226,1.63657,1.9615,4.3462,6.3077,2.0385,0.9615,0.5769,7.8846,0.0
1229,29,37.9,92.5,13.3,59.7,56.34,7.0,14.6,3.1,24.6,16,39,0.41,43,72,0.597,0,0,0.0,11.5,1.2,54.2,82.7531,6.5,36587,0.23999536,38.0,53.0,5.0,19.0,0.717,0.2632,23.0,27.0,0.8519,97.2671,99.765,1.44439,95.2399,0.477209,-4.44374,4.92095,-1.29062,15.7931,-4.21002,2.91941,1.0,1.9655,2.9655,0.2069,0.3103,1.6552,3.5172,0.0
1230,7,3.9,0.0,3.2,0.0,0.0,0.0,8.8,0.0,59.6,0,0,0.0,0,1,0.0,0,0,0.0,4.2,3.7,0.0,-5.59281,8.0,73166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.267,102.092,0.374223,6.33809,-3.79692,-6.64839,2.85148,-8.3096,4.2857,-9.37422,1.06462,0.0,0.2857,0.2857,0.0,0.2857,0.1429,0.0,0.0
1231,25,69.0,79.2,25.4,37.2,40.13,3.7,8.8,16.0,21.4,46,73,0.63,68,190,0.358,31,118,0.263,1.8,2.5,23.7,82.3499,3.7,6547,0.68055554,41.0,76.0,27.0,113.0,0.5395,0.2389,3.0,3.0,1.0,110.045,111.879,1.51236,128.142,-5.09778,-2.94862,-2.14916,-5.93486,29.8,-3.30983,-2.62503,1.08,2.24,3.32,1.96,1.32,0.52,11.0,0.0
1232,30,67.0,104.1,23.7,51.6,54.18,2.6,12.1,19.2,21.2,68,103,0.66,85,158,0.538,42,129,0.326,0.9,1.7,35.9,113.913,3.3,65580,1.10002994,53.0,81.0,32.0,77.0,0.6543,0.4156,7.0,8.0,0.875,94.9594,93.04,3.29515,145.922,3.83662,2.73138,1.10523,3.72981,27.8,2.14636,1.58345,0.6667,3.0333,3.7,2.5667,0.8,0.2,12.1333,0.0
1233,29,84.5,98.8,22.0,46.8,50.01,1.9,14.4,17.8,15.5,62,84,0.738,63,172,0.366,67,177,0.379,0.3,1.1,24.1,99.885,1.7,34744,1.4264873,26.0,57.0,37.0,111.0,0.4561,0.3333,0.0,0.0,0.0,103.964,106.579,2.86494,170.123,-1.13535,-0.209348,-0.926007,-0.712228,35.9355,0.305501,-1.01773,0.5484,4.2903,4.8387,3.129,0.6452,0.0968,13.3548,0.0
1234,21,60.4,86.6,17.9,45.1,46.86,1.7,7.7,7.1,17.8,18,29,0.621,31,63,0.492,22,79,0.278,0.2,1.1,20.4,87.5872,2.8,66611,0.74194984,19.0,34.0,12.0,29.0,0.5588,0.4138,1.0,1.0,1.0,103.422,101.121,2.18943,76.6755,-3.10216,-1.94347,-1.15869,-3.15954,24.3043,-2.37053,-0.789013,0.3913,1.8261,2.2174,1.0,0.5217,0.087,7.3478,0.0
1235,20,52.6,112.0,20.5,63.1,62.71,6.2,22.6,5.9,15.6,30,52,0.577,60,98,0.612,13,28,0.464,2.6,1.1,41.3,109.619,4.5,72353,0.51852796,46.0,64.0,14.0,34.0,0.7188,0.4118,9.0,11.0,0.8182,98.1554,100.239,1.97341,86.2079,-0.927693,-0.23595,-0.691743,0.834042,21.1304,1.06343,-0.229383,0.9565,3.8696,4.8261,0.6087,0.4348,0.4783,10.0,0.0
1236,23,39.8,89.6,20.6,45.3,47.59,7.5,17.0,4.7,18.2,29,50,0.58,62,134,0.463,0,3,0.0,2.7,1.9,36.5,89.6305,4.8,5556,0.36671013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.159,106.944,1.45267,93.7797,-5.23319,-3.87416,-1.35903,-4.16366,21.7826,-3.11166,-1.05201,1.3913,3.087,4.4783,0.4783,0.6522,0.5217,6.6522,0.0
1237,32,79.5,104.1,20.4,50.6,55.19,1.1,9.7,18.9,20.2,78,101,0.772,72,157,0.459,43,113,0.381,0.4,2.0,37.4,108.434,2.3,28622,1.3030303,60.0,101.0,12.0,56.0,0.5941,0.2143,3.0,3.0,1.0,101.598,98.1411,3.06186,165.684,2.00131,1.90318,0.0981287,1.98852,32.0312,1.19216,0.796359,0.2812,2.4688,2.75,2.6875,1.0,0.0938,10.9688,0.0
1238,19,28.0,72.3,17.6,36.6,40.02,0.5,6.2,20.6,29.4,8,11,0.727,19,41,0.463,1,15,0.067,0.0,1.4,19.6,69.9134,4.2,71873,1.45830783,6.0,9.0,13.0,32.0,0.6667,0.4063,0.0,0.0,0.0,103.645,105.364,1.02873,40.6437,-9.24323,-6.65524,-2.58799,-8.86723,14.7619,-7.36171,-1.50552,0.0476,0.8095,0.8571,1.6667,0.2857,0.0,2.8095,0.0
1239,30,72.0,106.2,29.2,53.2,56.62,2.5,14.2,12.3,15.2,90,113,0.796,86,181,0.475,96,251,0.382,1.2,2.2,26.2,118.237,3.0,37127,0.7681283,57.0,107.0,29.0,74.0,0.5327,0.3919,4.0,4.0,1.0,97.9631,97.4993,3.30208,169.198,1.47112,2.07834,-0.607227,4.495,29.8065,4.20758,0.287418,0.6129,3.6452,4.2581,1.7097,1.129,0.3226,18.4839,0.0
1240,20,10.4,77.3,16.8,50.0,50.61,1.9,12.2,9.1,34.9,7,14,0.5,5,14,0.357,4,8,0.5,0.8,0.9,63.6,75.4729,5.2,22255,0.53846155,5.0,11.0,0.0,3.0,0.4545,0.0,1.0,1.0,1.0,104.694,100.042,0.59419,19.8401,-4.69356,-4.12773,-0.565829,-6.09832,6.55,-4.91376,-1.18456,0.1,0.7,0.8,0.35,0.1,0.05,1.45,0.0
1241,7,1.1,48.7,28.0,25.0,25.0,0.0,0.0,22.2,40.2,0,0,0.0,0,2,0.0,1,4,0.25,0.0,3.8,0.0,51.3111,2.7,28741,0.66658886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,105.051,110.221,0.144715,2.27247,-18.3075,-12.6422,-5.66533,-15.2105,2.1429,-10.3754,-4.83518,0.0,0.0,0.0,0.2857,0.1429,0.0,0.4286,0.0
1242,29,33.6,81.8,11.6,37.1,38.71,10.0,7.9,6.5,27.8,10,22,0.455,20,45,0.444,1,13,0.077,1.6,2.5,37.9,69.5476,7.4,15436,0.62493957,17.0,36.0,3.0,9.0,0.4722,0.3333,0.0,0.0,0.0,106.433,111.244,0.73051,70.1069,-3.67989,-2.05213,-1.62776,-5.8592,13.6552,-4.71118,-1.14801,1.2759,1.0,2.2759,0.5172,0.6207,0.2069,1.8276,0.0
1243,11,4.5,64.2,19.3,25.0,29.18,5.8,14.9,6.0,20.6,3,6,0.5,1,6,0.167,2,10,0.2,0.0,0.0,37.5,61.6297,0.7,41785,0.5,0.0,1.0,1.0,5.0,0.0,0.2,0.0,0.0,0.0,110.226,110.698,0.34561,8.8184,-11.9791,-7.37898,-4.60017,-11.4932,5.4545,-5.67208,-5.82111,0.2727,0.7273,1.0,0.1818,0.0,0.0,1.0,0.0
1244,28,47.9,98.6,23.0,46.9,49.06,1.2,9.6,17.2,17.8,24,32,0.75,50,128,0.391,32,81,0.395,1.2,1.9,15.3,99.4072,4.0,50487,1.21949192,27.0,57.0,23.0,71.0,0.4737,0.3239,0.0,0.0,0.0,105.867,105.797,1.4478,86.0246,-2.26438,-0.562498,-1.70188,0.0292788,19.5161,0.359016,-0.329737,0.2258,1.3871,1.6129,1.6129,0.6129,0.2258,7.871,0.0
1245,32,57.4,115.4,22.4,57.1,61.07,13.7,29.6,4.0,15.7,90,125,0.72,125,219,0.571,0,0,0.0,7.5,0.9,57.1,124.758,6.0,29128,0.31112216,90.0,129.0,35.0,92.0,0.6977,0.3804,29.0,32.0,0.9063,92.4587,89.3003,3.15509,188.497,3.93629,1.1058,2.83049,5.19511,23.0312,2.96435,2.23075,2.6875,6.4688,9.1562,0.4375,0.375,1.5,10.625,0.0
1246,26,24.4,48.0,17.7,30.2,31.38,5.4,5.8,5.8,41.8,5,13,0.385,7,34,0.206,5,14,0.357,0.4,2.5,27.1,44.592,4.7,38118,0.21215839,6.0,15.0,1.0,18.0,0.4,0.0556,0.0,0.0,0.0,112.432,118.06,0.327943,40.1673,-14.158,-11.0673,-3.09061,-13.0069,9.8519,-9.99701,-3.00985,0.4444,0.5185,0.963,0.2593,0.4074,0.037,1.3704,0.0
1247,5,3.5,102.0,15.7,50.0,50.0,3.3,11.2,0.0,11.3,0,0,0.0,1,5,0.2,3,6,0.5,0.0,1.8,0.0,88.298,1.2,73436,0.0,0.0,0.0,1.0,5.0,0.0,0.2,0.0,0.0,0.0,109.492,112.303,0.318549,5.47058,-7.7361,-3.05815,-4.67795,-3.33178,6.1667,-0.733077,-2.5987,0.1667,0.5,0.6667,0.0,0.1667,0.0,1.8333,0.0
1248,22,16.1,104.6,7.1,52.6,51.41,5.3,9.9,4.9,23.3,1,3,0.333,1,2,0.5,6,17,0.353,1.7,1.6,15.8,81.7809,3.7,47690,1.22222217,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,109.875,109.969,0.57646,33.8988,-1.75996,-1.28998,-0.46998,-2.62772,9.84,-2.47803,-0.149689,0.44,1.0,1.44,0.44,0.36,0.12,1.84,0.0
1249,4,0.3,77.1,18.3,0.0,0.0,26.5,0.0,42.0,81.1,0,0,0.0,0,0,0.0,0,0,0.0,33.9,0.0,0.0,75.3877,0.0,70403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5966,92.2937,0.121614,0.98061,5.26434,-12.4786,17.743,7.9266,1.0,1.29358,6.63302,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0
1250,36,40.0,97.3,16.1,39.5,44.33,2.4,15.3,13.3,15.8,34,47,0.723,12,38,0.316,31,110,0.282,0.9,6.8,31.8,93.902,6.8,29767,1.84616455,9.0,16.0,3.0,22.0,0.5625,0.1364,0.0,1.0,0.0,86.9379,84.2186,2.48391,155.96,8.66994,2.31204,6.3579,5.36136,16.1111,-2.16655,7.52791,0.3611,2.1111,2.4722,1.3333,1.9167,0.1389,4.1944,0.0
1251,26,45.3,114.9,16.4,59.5,62.27,1.4,8.7,11.4,18.7,25,29,0.862,8,18,0.444,51,124,0.411,0.2,1.3,20.4,111.031,3.2,65542,1.1071594,5.0,11.0,2.0,6.0,0.4545,0.3333,0.0,0.0,0.0,103.249,102.464,1.73756,79.3225,2.60967,3.7522,-1.14253,2.44993,20.3846,2.59154,-0.141602,0.2308,1.5769,1.8077,1.1923,0.4615,0.0385,7.4615,0.0
1252,25,50.5,92.7,21.4,51.1,53.66,2.1,13.4,22.3,29.5,20,26,0.769,35,69,0.507,22,64,0.344,1.5,1.7,19.5,96.0775,2.7,72660,1.2456066,27.0,46.0,8.0,23.0,0.587,0.3478,2.0,4.0,0.5,106.352,105.264,1.54151,84.8143,-2.65684,-1.72867,-0.928164,-1.26866,20.5926,-0.322532,-0.946124,0.4074,2.4074,2.8148,2.6296,0.5556,0.2593,6.4815,0.0
1253,28,28.4,94.6,15.4,38.2,42.52,4.5,7.3,8.2,11.9,19,28,0.679,13,45,0.289,14,44,0.318,1.0,1.5,31.5,89.6177,3.5,43372,1.27258848,11.0,22.0,2.0,23.0,0.5,0.087,1.0,1.0,1.0,108.393,104.013,0.989515,52.1517,-3.11039,-1.74497,-1.36542,-2.16884,13.1429,-1.59004,-0.578806,0.5357,0.7857,1.3214,0.5,0.3214,0.1071,3.1071,0.0
1254,26,40.9,102.2,15.6,54.7,54.81,11.4,15.8,7.5,20.7,31,59,0.525,47,82,0.573,0,4,0.0,0.8,1.7,68.6,93.927,4.7,16067,0.62956191,39.0,61.0,8.0,21.0,0.6393,0.381,3.0,3.0,1.0,101.678,102.994,1.47794,95.1058,-0.726104,-1.09779,0.371686,-1.70305,18.5,-1.86093,0.157878,1.9615,2.7308,4.6923,0.6538,0.5385,0.1154,4.8077,0.0
1255,26,22.9,102.9,15.0,48.5,48.58,8.2,13.7,4.7,11.9,8,17,0.471,18,39,0.462,9,26,0.346,2.9,0.7,26.2,97.9835,6.9,1561,0.75008124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4533,94.7181,1.1958,47.2997,0.200778,-0.221755,0.422533,-1.37568,10.9231,-2.1607,0.785023,0.6923,1.2692,1.9615,0.2308,0.1154,0.2692,2.7308,0.0
1256,11,9.9,58.6,17.7,42.9,39.01,3.0,18.1,0.0,30.2,3,11,0.273,6,14,0.429,0,0,0.0,4.7,1.5,78.6,56.1654,3.5,72543,0.0,3.0,8.0,3.0,6.0,0.375,0.5,0.0,0.0,0.0,110.278,113.146,0.299264,14.2659,-15.6526,-11.5498,-4.10281,-10.0699,6.0,-6.70365,-3.36628,0.1538,0.9231,1.0769,0.0,0.1538,0.3077,1.6154,0.0
1257,21,18.2,106.4,14.0,59.5,59.28,7.4,9.6,1.5,20.4,10,18,0.556,22,37,0.595,0,0,0.0,3.8,2.3,48.6,96.9877,5.4,71422,0.27263224,19.0,27.0,3.0,10.0,0.7037,0.3,7.0,8.0,0.875,97.5568,98.6938,0.99931,38.807,0.598634,-0.813482,1.41212,-0.743783,10.2609,-2.20892,1.46514,0.5652,0.9565,1.5217,0.1304,0.3478,0.3043,2.5217,0.0
1258,31,78.3,102.2,13.9,48.6,50.79,1.8,6.8,17.4,17.8,22,26,0.846,32,80,0.4,50,140,0.357,0.3,3.1,11.8,97.3809,3.3,4702,2.14289928,16.0,27.0,16.0,53.0,0.5926,0.3019,0.0,0.0,0.0,110.568,105.408,2.33951,157.87,1.75107,2.04198,-0.290905,0.278782,31.7097,-0.248468,0.52725,0.5161,1.7097,2.2258,2.9032,1.6774,0.0968,7.6129,0.0
1259,31,16.6,92.2,13.7,57.1,56.18,3.5,18.5,3.1,26.1,10,20,0.5,2,4,0.5,12,31,0.387,2.3,1.6,57.1,84.0678,4.2,37014,0.35702859,1.0,2.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,96.5372,98.124,0.738297,42.0956,-2.42227,-1.89289,-0.529381,-1.81919,7.8438,-1.80897,-0.0102149,0.2188,1.1875,1.4062,0.1562,0.1875,0.125,1.8125,0.0
1260,27,17.1,101.1,17.5,52.0,53.93,5.4,20.1,11.1,18.1,5,6,0.833,17,26,0.654,6,24,0.25,1.7,1.3,12.0,96.3922,3.5,38165,0.92843368,14.0,19.0,3.0,7.0,0.7368,0.4286,0.0,0.0,0.0,104.15,106.239,0.522232,34.1046,-2.54733,-1.06008,-1.48725,-0.85401,8.1,0.00742211,-0.861432,0.3333,1.3333,1.6667,0.4333,0.1667,0.1,2.6333,0.0
1261,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-7.4386,0.0,35821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.247,97.7617,0.221537,0.175334,-3.98189,-5.12049,1.1386,-1.62807,2.0,-1.03755,-0.590521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,27,64.2,100.9,18.9,52.3,49.72,10.9,12.4,4.2,11.8,22,68,0.324,103,197,0.523,0,0,0.0,6.6,1.7,34.5,97.3517,5.5,26556,0.4815,73.0,112.0,30.0,85.0,0.6518,0.3529,15.0,15.0,1.0,109.446,110.497,1.64603,127.927,-1.79467,-2.26851,0.473839,-3.28799,25.8148,-2.169,-1.11899,2.6667,2.7037,5.3704,0.4815,0.7407,1.5185,8.4444,0.0
1263,4,5.1,72.4,17.4,50.0,48.36,7.0,7.1,3.5,38.0,0,1,0.0,7,14,0.5,0,0,0.0,1.7,3.8,7.1,71.7166,9.0,3235,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2175,104.44,1.17396,12.9881,-5.23668,-6.19017,0.953486,-5.61786,15.5,-6.4738,0.855945,1.0,1.0,2.0,0.25,1.0,0.25,3.5,0.0
1264,36,37.7,102.2,15.7,59.8,57.07,9.1,17.2,6.7,23.3,21,49,0.429,61,101,0.604,0,1,0.0,6.1,1.6,48.0,99.7945,6.7,8598,0.54543471,44.0,67.0,17.0,34.0,0.6567,0.5,14.0,15.0,0.9333,98.2274,94.5474,1.69233,111.583,4.53077,0.494043,4.03672,1.61677,15.1667,-1.22422,2.84099,1.1389,2.3056,3.4444,0.5,0.3889,0.8333,3.9722,0.0
1265,29,62.4,117.9,21.1,54.3,56.12,13.8,11.8,8.3,11.2,56,88,0.636,138,251,0.55,0,3,0.0,0.3,1.7,34.6,126.72,2.9,1369,1.0,89.0,137.0,49.0,114.0,0.6496,0.4298,6.0,7.0,0.8571,101.824,97.3137,2.70347,126.063,5.16844,5.27369,-0.105255,4.87811,26.6897,4.88571,-0.0076007,3.1034,2.6897,5.7931,1.0345,0.7586,0.069,11.4483,0.0
