,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
1146,33,38.4,112.0,22.4,53.2,55.31,3.9,8.5,10.4,15.0,30,41,0.732,43,90,0.478,43,112,0.384,0.7,1.3,20.3,113.963,3.1,44637,1.06673669,32.0,62.0,11.0,27.0,0.5161,0.4074,0.0,0.0,0.0,101.056,101.817,1.48688,80.1387,1.31703,2.03565,-0.71862,2.42405,15.5429,2.41466,0.00938659,0.5429,1.0571,1.6,0.9143,0.3429,0.1143,7.5143,0.0
1147,24,75.7,110.8,22.4,53.5,57.98,1.0,14.8,19.2,14.9,58,61,0.951,60,132,0.455,57,140,0.407,1.1,1.4,22.4,110.933,2.2,51072,1.6591392,21.0,45.0,39.0,87.0,0.4667,0.4483,0.0,0.0,0.0,111.13,111.189,1.76598,124.727,0.580244,2.71303,-2.13278,1.86899,32.5,3.54099,-1.67201,0.2917,3.875,4.1667,3.0417,0.75,0.3333,14.5417,0.0
1148,26,66.1,104.0,24.7,52.6,56.24,11.3,19.4,9.8,20.8,74,107,0.692,102,189,0.54,13,42,0.31,2.6,1.3,46.3,115.22,3.7,73765,0.52459298,80.0,121.0,22.0,68.0,0.6612,0.3235,16.0,19.0,0.8421,98.917,93.7285,3.0758,133.409,4.17512,2.31247,1.86265,3.56127,26.6923,2.88768,0.673592,2.5769,4.5,7.0769,1.2308,0.5769,0.6154,12.1923,0.0
1149,29,53.6,90.7,25.4,43.8,46.95,9.2,13.2,8.3,18.5,49,78,0.628,78,179,0.436,14,47,0.298,2.3,1.4,34.5,95.8475,2.8,50305,0.5,51.0,81.0,27.0,96.0,0.6296,0.2813,10.0,11.0,0.9091,106.627,108.362,1.56761,104.041,-4.71336,-2.86504,-1.84832,-3.27522,21.4516,-1.49255,-1.78267,1.7097,2.3226,4.0323,0.8387,0.5161,0.4516,8.7097,0.0
1150,7,1.3,116.4,21.5,33.3,47.14,0.0,6.2,19.4,0.0,3,3,1.0,2,3,0.667,0,3,0.0,0.0,0.0,50.0,119.751,0.0,29994,0.0,2.0,3.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,111.053,113.508,0.144329,2.14795,-1.7314,2.6581,-4.3895,-4.76213,2.5714,-0.700504,-4.06162,0.0,0.1429,0.1429,0.2857,0.0,0.0,1.0,0.0
1151,33,50.8,97.0,16.2,45.0,47.54,3.2,9.1,13.6,20.1,21,23,0.913,32,88,0.364,42,123,0.341,0.9,2.0,10.9,96.0309,2.4,41357,1.20460509,17.0,40.0,15.0,47.0,0.425,0.3191,0.0,0.0,0.0,105.901,101.734,2.09992,129.89,1.15503,0.764338,0.39069,0.8724,22.3333,0.122004,0.750395,0.6667,1.9394,2.6061,1.6061,0.8182,0.1818,6.3939,0.0
1152,26,16.4,91.5,23.0,46.4,50.19,11.7,14.9,4.7,22.4,21,33,0.636,32,65,0.492,0,4,0.0,2.7,1.6,47.8,97.8864,4.8,24980,0.25,31.0,57.0,1.0,8.0,0.5439,0.125,8.0,11.0,0.7273,92.9421,89.5158,1.08783,42.8243,-1.87048,-2.91163,1.04114,-1.41188,8.6154,-2.2573,0.845417,0.8846,1.2308,2.1154,0.1923,0.2308,0.2308,3.2692,0.0
1153,25,68.9,104.9,22.2,45.3,49.63,1.4,9.3,16.3,10.2,73,104,0.702,62,155,0.4,43,124,0.347,0.2,1.8,37.3,108.77,1.8,35537,2.03119917,43.0,84.0,19.0,71.0,0.5119,0.2676,0.0,0.0,0.0,112.094,112.37,1.66108,116.121,-0.636973,2.23333,-2.87031,-0.195738,32.8846,1.5993,-1.79504,0.3846,2.5769,2.9615,2.5,0.9231,0.0769,12.8462,0.0
1154,32,29.1,101.4,25.1,62.4,64.95,9.4,25.4,6.7,26.0,43,60,0.717,73,117,0.624,0,0,0.0,14.3,0.3,51.3,109.193,7.2,26821,0.23809524,52.0,67.0,21.0,50.0,0.7761,0.42,12.0,13.0,0.9231,90.7365,90.7159,1.43949,91.8646,2.65576,-3.2398,5.89556,2.25405,11.6875,-1.24672,3.50077,0.9375,2.5938,3.5312,0.3125,0.0625,1.5625,5.9062,0.0
1155,13,16.3,60.0,18.0,24.1,27.52,3.1,8.5,24.9,31.7,5,12,0.417,5,23,0.217,1,4,0.25,0.0,1.1,44.4,56.5962,3.3,72456,1.26668403,5.0,16.0,0.0,7.0,0.3125,0.0,0.0,0.0,0.0,99.6143,103.143,0.913328,23.4377,-11.3434,-9.28291,-2.06047,-9.34958,11.2308,-7.75257,-1.597,0.3077,0.9231,1.2308,1.4615,0.2308,0.0,1.3846,0.0
1156,31,31.3,95.2,15.9,41.7,45.73,7.3,8.0,7.5,18.2,23,35,0.657,22,59,0.373,12,37,0.324,0.8,1.7,36.5,89.4274,4.3,19060,0.80956597,19.0,46.0,3.0,12.0,0.413,0.25,0.0,0.0,0.0,106.676,106.226,0.908261,64.7015,-2.62822,-1.1554,-1.47282,-3.44523,13.5161,-1.76303,-1.68219,0.9355,0.9032,1.8387,0.5484,0.3871,0.0968,3.3226,0.0
1157,26,32.6,71.8,18.2,33.3,36.2,2.6,8.0,22.8,26.6,11,18,0.611,13,46,0.283,10,38,0.263,0.0,2.0,21.4,69.3851,2.7,47586,1.25712004,9.0,20.0,4.0,25.0,0.45,0.16,0.0,0.0,0.0,108.991,110.619,0.933741,60.9223,-8.03314,-5.83152,-2.20162,-7.86481,15.0,-6.00066,-1.86415,0.3214,1.0714,1.3929,1.5714,0.5,0.0,2.8929,0.0
1158,29,80.6,96.8,19.5,48.1,52.31,1.1,7.9,27.0,24.9,64,93,0.688,63,133,0.474,26,79,0.329,0.1,2.8,43.9,95.4585,2.7,22054,1.72410618,40.0,71.0,20.0,52.0,0.5634,0.3846,1.0,1.0,1.0,112.785,113.114,1.59846,153.495,-2.59335,-0.152467,-2.44088,-2.8697,32.4062,-1.14312,-1.72657,0.3125,2.25,2.5625,4.6875,1.5938,0.0312,9.1875,0.0
1159,27,78.1,97.2,26.3,47.2,50.36,5.0,14.8,11.9,13.5,102,166,0.614,169,353,0.479,0,5,0.0,4.1,1.7,46.4,98.3194,2.6,47488,0.69839808,83.0,119.0,85.0,231.0,0.6975,0.368,21.0,24.0,0.875,107.78,115.866,1.46752,171.768,-3.86557,-2.42838,-1.43719,-1.81762,32.2759,0.0727371,-1.89036,1.5517,4.5517,6.1034,1.5172,1.0,1.2069,16.2414,0.0
1160,15,12.2,93.3,26.7,48.2,49.78,0.7,6.1,3.1,18.2,5,5,1.0,3,5,0.6,25,79,0.316,0.0,1.1,6.0,102.134,4.2,22326,0.15380179,2.0,2.0,1.0,3.0,1.0,0.3333,0.0,0.0,0.0,107.566,107.237,0.681949,21.3977,-4.57263,0.434479,-5.00711,-3.38834,10.2,0.462319,-3.85066,0.0667,0.6,0.6667,0.1333,0.2,0.0,5.7333,0.0
1161,5,2.1,90.7,43.1,36.4,36.36,48.3,13.8,12.8,15.3,0,0,0.0,4,11,0.364,0,0,0.0,6.3,0.0,0.0,107.579,7.1,65691,0.75008754,4.0,9.0,0.0,2.0,0.4444,0.0,0.0,0.0,0.0,100.7,107.275,0.235729,3.13157,-7.61805,-4.00052,-3.61753,-15.5017,5.4286,-6.96093,-8.54081,1.2857,1.2857,2.5714,0.4286,0.0,0.1429,3.0,0.0
1162,26,72.3,97.3,22.3,48.6,50.48,1.1,11.5,20.8,17.9,43,70,0.614,68,140,0.486,37,114,0.325,0.0,2.4,27.6,97.9438,2.9,2356,1.38460004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.278,105.425,2.1703,133.845,-0.940552,0.355804,-1.29636,-1.4376,30.1538,-0.851963,-0.585633,0.3077,2.9615,3.2692,2.7692,1.1923,0.0,11.1538,0.0
1163,35,38.2,96.1,15.4,53.8,52.49,2.6,12.7,8.5,20.5,9,25,0.36,39,67,0.582,21,64,0.328,1.0,1.3,19.1,92.0929,3.9,42065,0.93338001,31.0,46.0,8.0,19.0,0.6739,0.4211,7.0,8.0,0.875,104.932,101.437,1.52506,92.4045,-0.0950571,-0.744339,0.649282,-1.03167,15.9143,-1.76894,0.737269,0.3429,1.7143,2.0571,0.8,0.3429,0.1429,4.2857,0.0
1164,32,76.0,106.8,18.8,52.8,55.32,3.3,10.9,15.7,17.0,59,85,0.694,101,186,0.543,33,99,0.333,0.3,2.1,29.8,102.424,2.2,34204,1.47372554,76.0,134.0,25.0,51.0,0.5672,0.4902,4.0,5.0,0.8,109.819,115.74,1.40624,165.097,-2.04863,0.648068,-2.69669,-1.19933,30.75,0.767647,-1.96698,0.9375,2.9062,3.8438,2.625,1.1875,0.0938,11.25,0.0
1165,8,8.0,97.4,15.9,35.7,44.03,3.5,4.2,24.3,22.4,6,6,1.0,3,12,0.25,3,9,0.333,0.0,1.2,28.6,95.0081,3.2,17874,2.16666667,3.0,6.0,0.0,6.0,0.5,0.0,0.0,0.0,0.0,102.476,101.921,1.17885,13.2595,-1.33472,-0.840499,-0.494216,-2.82714,14.125,-1.9045,-0.922642,0.375,0.5,0.875,1.625,0.25,0.0,2.625,0.0
1166,22,14.2,102.2,17.6,46.1,46.62,4.2,7.9,6.8,5.8,2,3,0.667,4,14,0.286,17,50,0.34,0.0,1.4,4.7,98.983,4.0,26843,2.74925003,2.0,7.0,2.0,7.0,0.2857,0.2857,0.0,0.0,0.0,113.038,112.423,0.430011,24.2678,-3.00399,1.21658,-4.22057,-1.93565,9.25,0.620389,-2.55604,0.2917,0.5417,0.8333,0.4583,0.25,0.0,3.2917,0.0
1167,20,17.3,80.8,13.7,38.0,37.58,5.3,11.8,3.6,13.8,1,4,0.25,16,41,0.39,1,5,0.2,0.0,1.3,8.7,71.281,4.9,12986,0.5,0.0,8.0,16.0,33.0,0.0,0.4848,0.0,0.0,0.0,99.5825,103.013,0.826762,31.8386,-6.51374,-5.82355,-0.69019,-5.98842,10.15,-6.23633,0.247902,0.5,1.0,1.5,0.15,0.2,0.0,1.8,0.0
1168,9,1.6,48.7,16.1,25.0,25.0,0.0,0.0,0.0,19.1,0,0,0.0,0,0,0.0,1,6,0.167,0.0,0.0,0.0,44.6902,0.0,13120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.81,111.796,0.11668,1.9353,-10.6057,-6.59018,-4.01552,-12.4711,2.2222,-6.99415,-5.47693,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0
1169,27,25.7,83.6,16.3,35.1,38.57,10.5,10.4,5.6,20.0,19,41,0.463,20,51,0.392,0,6,0.0,0.9,0.2,71.9,78.4856,4.3,11720,0.58831007,16.0,34.0,4.0,17.0,0.4706,0.2353,0.0,0.0,0.0,116.016,114.709,0.467774,41.7059,-7.17954,-3.1759,-4.00364,-7.11857,11.4815,-3.62744,-3.49113,1.0,1.0741,2.0741,0.3704,0.037,0.1111,2.1852,0.0
1170,26,48.2,108.9,12.2,50.5,53.85,1.4,10.0,12.0,17.0,18,23,0.783,7,15,0.467,27,79,0.342,0.3,1.5,24.5,98.9601,3.0,65593,1.94742069,4.0,6.0,3.0,9.0,0.6667,0.3333,0.0,0.0,0.0,97.7541,94.5912,2.26909,84.0144,3.12235,1.71229,1.41006,1.69932,19.963,-0.0123229,1.71164,0.2222,1.7778,2.0,1.3704,0.5556,0.037,4.1852,0.0
1171,32,38.5,79.9,17.2,31.6,36.92,7.6,12.0,7.8,22.0,29,48,0.604,21,69,0.304,10,45,0.222,0.2,2.3,42.1,77.142,4.7,8701,0.64512799,14.0,28.0,7.0,41.0,0.5,0.1707,0.0,0.0,0.0,101.741,102.018,1.30906,86.0625,-2.99486,-2.48546,-0.5094,-4.64446,15.4062,-3.88608,-0.758379,1.0,1.625,2.625,0.625,0.5938,0.0312,3.1562,0.0
1172,4,1.2,68.8,15.8,37.5,37.5,12.1,11.2,0.0,38.3,0,0,0.0,0,2,0.0,1,2,0.5,5.4,0.0,0.0,67.3437,11.1,66202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.8023,91.173,0.597826,3.016,-7.02681,-6.03501,-0.991799,-9.35021,4.5,-9.2112,-0.139004,0.5,0.5,1.0,0.0,0.0,0.25,0.75,0.0
1173,18,11.3,80.7,18.5,44.3,43.72,7.6,11.7,11.3,28.6,5,13,0.385,14,29,0.483,1,6,0.167,2.6,1.5,37.1,81.5902,2.7,33454,0.71432241,12.0,15.0,2.0,14.0,0.8,0.1429,5.0,6.0,0.8333,101.938,99.8213,0.85756,24.9841,-2.58805,-3.66076,1.07271,-3.02308,8.3333,-2.98194,-0.0411404,0.5556,0.8889,1.4444,0.5556,0.2222,0.2222,2.0,0.0
1174,31,85.6,91.5,24.2,41.5,48.23,2.1,10.9,30.1,24.2,122,178,0.685,76,202,0.376,32,97,0.33,0.2,3.6,59.5,94.9799,3.0,8381,1.2647176,32.0,74.0,44.0,128.0,0.4324,0.3438,0.0,0.0,0.0,100.956,100.712,2.99315,194.94,-0.0305874,-0.574705,0.544118,0.168917,34.5161,-1.18191,1.35083,0.6774,3.0645,3.7419,4.1613,2.0,0.0645,11.9355,0.0
1175,29,46.3,100.6,17.4,48.4,51.07,2.1,9.9,9.5,17.4,23,27,0.852,16,37,0.432,48,145,0.331,0.2,1.7,14.8,100.631,2.3,48924,0.96972724,10.0,14.0,6.0,23.0,0.7143,0.2609,0.0,0.0,0.0,106.58,102.158,1.72995,94.5956,0.897649,1.78949,-0.891838,0.2779,20.1333,0.823245,-0.545345,0.4333,1.8,2.2333,1.0667,0.6,0.0333,6.9333,0.0
1176,33,78.9,98.3,30.2,46.3,53.08,4.0,9.3,33.3,24.2,157,209,0.751,122,278,0.439,37,105,0.352,0.4,2.4,54.6,113.98,3.4,65690,1.12880003,96.0,185.0,26.0,93.0,0.5189,0.2796,9.0,10.0,0.9,102.121,97.8836,3.48227,182.273,1.69863,1.37273,0.325898,2.20947,31.8182,1.76356,0.445908,1.1515,2.7273,3.8788,4.5152,1.303,0.1212,15.5152,0.0
1177,13,70.0,93.2,22.6,43.1,47.16,3.2,12.5,37.6,22.1,36,58,0.621,35,87,0.402,12,36,0.333,0.0,4.8,47.2,95.1803,3.2,50526,1.82923577,22.0,49.0,13.0,38.0,0.449,0.3421,0.0,0.0,0.0,93.195,94.8849,3.62903,97.6078,2.27707,0.456647,1.82042,2.0643,31.4286,-0.419727,2.48403,1.0714,3.5,4.5714,5.3571,2.8571,0.0,10.4286,0.0
1178,7,1.3,111.4,9.9,100.0,67.8,0.0,0.0,0.0,0.0,0,2,0.0,2,2,1.0,0,0,0.0,0.0,0.0,100.0,93.117,0.0,25467,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.469,118.823,0.0421199,1.09149,-7.21912,-1.27652,-5.9426,-2.75924,1.7143,1.33116,-4.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0
1179,21,53.5,98.7,18.8,51.7,54.61,0.9,10.0,16.1,20.5,23,28,0.821,26,69,0.377,33,77,0.429,0.4,0.9,19.2,101.315,2.7,66317,1.36108036,18.0,43.0,8.0,26.0,0.4186,0.3077,0.0,0.0,0.0,114.203,107.066,1.85486,79.3366,-0.99612,0.747221,-1.74334,-1.25858,26.4762,0.0984166,-1.357,0.1905,2.4762,2.6667,2.3333,0.381,0.0952,8.2857,0.0
1180,27,33.3,94.3,23.0,45.5,47.2,12.3,15.3,5.8,16.4,41,82,0.5,55,121,0.455,0,0,0.0,3.8,1.8,67.8,96.341,8.1,35184,0.42305297,39.0,67.0,16.0,54.0,0.5821,0.2963,5.0,6.0,0.8333,105.06,105.856,0.994554,73.439,-3.63956,-2.15247,-1.48709,-5.52712,14.2963,-3.75106,-1.77607,1.6667,1.7778,3.4444,0.4074,0.4444,0.4815,5.5926,0.0
1181,15,9.3,61.3,13.5,21.1,31.19,3.8,12.0,2.6,23.7,8,14,0.571,4,19,0.211,0,0,0.0,8.2,0.9,73.7,53.2213,5.3,40870,0.28562248,3.0,5.0,1.0,14.0,0.6,0.0714,1.0,2.0,0.5,103.174,105.136,0.655821,24.0412,-6.64759,-8.84854,2.20095,-8.1074,8.0,-8.10028,-0.00712165,0.2667,0.9333,1.2,0.1333,0.1333,0.6,1.0667,0.0
1182,26,63.8,91.3,24.7,46.9,49.16,3.4,12.1,21.0,26.0,42,65,0.646,38,107,0.355,56,153,0.366,0.6,3.2,25.0,94.1248,4.4,3837,0.79010717,18.0,41.0,20.0,66.0,0.439,0.303,0.0,0.0,0.0,106.833,108.846,1.76961,128.139,-1.31385,0.00946379,-1.32331,-2.37888,28.4615,-0.67127,-1.70761,0.8077,2.7308,3.5385,2.4615,1.5385,0.1538,11.0,0.0
1183,30,41.7,96.1,11.8,54.5,55.08,7.3,10.0,2.2,24.2,16,29,0.552,42,77,0.545,0,0,0.0,2.7,0.7,37.7,84.3716,5.4,47217,0.21428571,32.0,51.0,10.0,26.0,0.6275,0.3846,0.0,0.0,0.0,107.401,108.488,1.22778,81.8178,-3.50282,-3.68881,0.185994,-5.37917,17.4062,-5.15255,-0.226621,1.2812,1.4375,2.7188,0.1875,0.1875,0.4375,3.375,0.0
1184,27,25.3,102.7,15.7,45.7,52.28,1.8,7.8,7.0,16.6,30,42,0.714,15,37,0.405,11,32,0.344,0.3,0.7,60.9,96.5914,2.3,11681,0.78572813,13.0,27.0,2.0,10.0,0.4815,0.2,0.0,0.0,0.0,108.163,107.903,0.791575,43.9545,-3.67249,-0.541728,-3.13076,-2.38119,12.4815,-0.661959,-1.71923,0.1852,0.7778,0.963,0.4074,0.1481,0.037,3.4444,0.0
1185,29,79.1,93.6,24.9,47.8,51.67,3.8,15.6,16.9,22.6,70,96,0.729,74,173,0.428,45,123,0.366,0.5,2.7,32.4,98.2836,2.8,10247,0.81177077,63.0,121.0,11.0,52.0,0.5207,0.2115,4.0,4.0,1.0,101.694,101.998,2.73548,172.078,0.189247,-0.350201,0.539448,-0.291919,31.7586,-0.187656,-0.104262,0.9655,4.1724,5.1379,2.3793,1.3793,0.1379,12.1724,0.0
1186,29,31.0,106.9,11.2,51.4,53.14,3.0,9.0,8.8,17.5,7,9,0.778,14,27,0.519,15,44,0.341,0.0,1.1,12.7,94.0183,2.1,49178,1.3845639,10.0,17.0,4.0,10.0,0.5882,0.4,0.0,0.0,0.0,106.314,105.161,1.11602,62.4473,0.521492,0.196997,0.324496,-0.099005,13.4138,-0.80804,0.709035,0.3448,1.1379,1.4828,0.6207,0.2414,0.0,2.7586,0.0
1187,36,57.3,89.0,14.3,47.6,49.11,5.2,18.8,8.7,27.4,20,32,0.625,69,131,0.527,6,33,0.182,0.5,1.2,19.5,78.1939,2.7,23107,0.67272115,46.0,73.0,24.0,58.0,0.6301,0.4138,5.0,5.0,1.0,103.06,102.676,2.01911,145.897,-3.28706,-3.80952,0.522464,-3.49054,24.0,-3.64269,0.152147,1.1081,3.8378,4.9459,1.0,0.4595,0.1081,5.1081,0.0
1188,33,66.0,83.0,16.2,47.2,47.51,2.0,10.1,8.5,24.0,19,39,0.487,30,91,0.33,47,122,0.385,0.3,1.7,18.3,79.427,3.7,2123,0.58332419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.247,103.129,2.12106,148.378,-1.8739,-2.47061,0.596708,-3.28323,26.8182,-3.386,0.102767,0.4848,2.4848,2.9697,1.0606,0.7879,0.0909,6.6667,0.0
1189,30,65.4,105.2,21.6,45.3,51.39,1.1,5.4,18.9,17.9,85,105,0.81,47,121,0.388,53,158,0.335,0.0,1.0,37.6,103.37,2.2,65789,1.42856367,41.0,91.0,6.0,30.0,0.4505,0.2,0.0,0.0,0.0,106.333,110.055,1.67352,119.95,-3.52224,0.12567,-3.64791,-1.8599,27.9,-0.0935321,-1.76637,0.2667,1.4667,1.7333,2.6667,0.5,0.0,11.2667,0.0
1190,7,2.5,83.0,12.5,50.0,50.0,0.0,3.8,30.4,47.5,0,0,0.0,0,1,0.0,1,2,0.5,0.0,0.0,0.0,73.582,5.7,18961,1.66658879,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115.395,115.8,0.143843,3.25077,-13.4377,-6.05749,-7.38018,-8.37148,4.0,-4.26988,-4.1016,0.0,0.1429,0.1429,0.7143,0.0,0.0,0.4286,0.0
1191,28,77.1,109.5,20.7,47.7,52.36,1.1,8.7,13.6,12.8,70,79,0.886,57,136,0.419,68,197,0.345,0.2,2.0,23.7,106.099,2.7,1787,1.3658403,24.0,47.0,33.0,87.0,0.5106,0.3793,0.0,0.0,0.0,106.297,112.979,1.44681,138.576,-0.520336,2.54674,-3.06708,0.764097,30.9643,2.31864,-1.55455,0.3214,2.2857,2.6071,2.0,1.0714,0.0714,13.8571,0.0
1192,4,0.9,56.0,12.7,0.0,0.0,16.8,15.5,10.1,33.0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,50.0523,0.0,52208,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,99.806,103.684,0.290665,1.96204,-6.09207,-5.77501,-0.317069,-6.84452,3.25,-3.86304,-2.98149,0.5,0.5,1.0,0.25,0.0,0.0,0.0,0.0
1193,27,86.0,99.4,23.4,43.9,49.06,1.9,4.9,21.2,18.0,82,98,0.837,69,173,0.399,58,182,0.319,0.0,1.0,27.6,104.498,2.3,1747,1.31882926,25.0,52.0,44.0,121.0,0.4808,0.3636,0.0,0.0,0.0,114.678,112.977,1.72648,121.396,-3.12269,1.13951,-4.2622,-2.25266,35.6667,0.670424,-2.92308,0.6667,1.6296,2.2963,3.3704,0.5926,0.0,14.5926,0.0
1194,24,56.9,95.9,16.2,42.0,48.5,7.6,15.2,8.2,22.6,38,49,0.776,47,111,0.423,2,8,0.25,1.0,1.0,41.2,87.8862,3.2,29866,0.78050943,32.0,62.0,15.0,49.0,0.5161,0.3061,2.0,3.0,0.6667,113.565,116.507,0.860395,84.8418,-5.01811,-2.09939,-2.91872,-4.92948,22.3571,-1.82159,-3.10789,1.5,2.7857,4.2857,1.1429,0.4286,0.2857,6.2857,0.0
1195,32,77.3,110.2,18.4,49.1,55.39,1.9,9.5,14.4,19.3,103,132,0.78,49,135,0.363,54,130,0.415,0.5,2.8,49.8,106.407,2.0,19687,1.24593429,19.0,42.0,30.0,93.0,0.4524,0.3226,0.0,0.0,0.0,101.631,101.062,2.71222,168.321,1.78158,1.72366,0.0579158,2.4894,31.0312,1.50178,0.987616,0.5312,2.3438,2.875,2.375,1.4688,0.125,11.3438,0.0
1196,1,0.1,58.2,20.0,0.0,0.0,117.4,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,62.597,0.0,65986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.611,105.081,0.0769463,0.103386,-10.6537,7.37312,-18.0268,-27.4527,1.0,1.95826,-29.411,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1197,28,78.0,94.2,19.5,51.3,54.99,2.4,9.2,8.0,23.7,56,73,0.767,46,95,0.484,51,144,0.354,2.3,1.2,30.5,90.6915,3.2,36929,0.46968733,23.0,35.0,23.0,59.0,0.6571,0.3898,5.0,5.0,1.0,118.181,121.802,0.443855,118.824,-5.11914,-0.997364,-4.12177,-5.62434,31.3214,-1.31848,-4.30587,0.5714,2.3214,2.8929,1.1071,0.6071,0.6429,10.75,0.0
1198,23,18.6,79.2,15.4,40.6,41.53,1.1,5.8,10.4,22.0,3,5,0.6,5,12,0.417,11,41,0.268,0.5,2.1,9.4,71.7414,4.6,70614,1.35714283,4.0,6.0,1.0,6.0,0.6667,0.1667,0.0,0.0,0.0,109.628,111.296,0.541704,36.1489,-5.62276,-3.00116,-2.6216,-6.75822,10.44,-5.06195,-1.69627,0.08,0.44,0.52,0.76,0.36,0.04,2.28,0.0
1199,24,13.6,109.6,22.1,48.7,59.16,5.9,13.7,4.3,17.6,34,46,0.739,19,39,0.487,0,0,0.0,1.8,1.4,117.9,111.078,8.2,11656,0.36373556,5.0,11.0,12.0,26.0,0.4545,0.4615,0.0,0.0,0.0,115.664,114.596,0.281172,26.4772,-6.50518,-1.70332,-4.80186,-5.60122,6.875,-2.78393,-2.81729,0.3333,0.75,1.0833,0.1667,0.1667,0.125,3.0,0.0
1200,32,64.3,116.2,19.0,56.1,59.84,6.1,13.8,9.2,12.5,79,112,0.705,64,122,0.525,34,83,0.41,0.3,2.0,54.6,111.048,4.6,28308,1.18192386,44.0,73.0,20.0,49.0,0.6027,0.4082,0.0,0.0,0.0,108.497,108.901,1.85426,132.076,0.481177,1.89131,-1.41013,-0.391772,25.8125,1.06454,-1.45631,1.1875,2.5,3.6875,1.2188,0.8438,0.0625,9.6562,0.0
1201,13,3.3,155.8,10.0,100.0,83.58,0.0,5.7,5.3,0.0,2,5,0.4,3,3,1.0,2,3,0.667,0.0,1.5,83.3,144.201,1.0,72231,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,106.083,100.756,0.282931,5.75591,4.59115,5.04017,-0.449019,5.12376,3.6429,3.85204,1.27172,0.0,0.2857,0.2857,0.0714,0.0714,0.0,1.3571,0.0
1202,31,75.5,90.2,21.2,42.5,46.82,3.4,8.6,20.9,20.3,68,105,0.648,87,199,0.437,12,48,0.25,0.1,2.0,42.5,94.3869,3.8,19125,1.31342254,69.0,128.0,18.0,71.0,0.5391,0.2535,0.0,0.0,0.0,108.119,105.73,2.16027,146.021,-2.24871,-0.600471,-1.64824,-3.67806,30.1935,-2.32883,-1.34923,0.8387,2.3226,3.1613,2.8387,1.0,0.0323,8.9677,0.0
1203,20,40.0,107.7,12.2,58.8,62.56,1.0,6.7,8.0,20.8,14,15,0.933,10,20,0.5,20,48,0.417,1.7,2.8,22.1,93.5074,3.8,72708,1.05880177,6.0,13.0,4.0,7.0,0.4615,0.5714,0.0,0.0,0.0,104.081,104.493,1.51656,73.447,1.58611,0.98942,0.59669,1.04363,19.381,-0.307521,1.35115,0.1429,1.2381,1.381,0.8571,1.0,0.2857,5.0,0.0
1204,29,66.9,95.4,24.8,49.8,52.33,6.2,13.6,12.5,19.4,46,63,0.73,95,197,0.482,34,96,0.354,2.2,1.5,21.5,101.946,3.6,48787,0.63236834,47.0,84.0,46.0,110.0,0.5595,0.4182,9.0,10.0,0.9,108.437,107.753,2.01354,132.944,-1.77475,-1.418,-0.35675,-1.86866,26.6452,-0.493121,-1.37554,1.4839,2.9032,4.3871,1.3871,0.7097,0.4516,12.1613,0.0
1205,31,30.5,95.7,10.3,56.4,53.96,6.8,19.2,4.0,24.9,15,33,0.455,22,39,0.564,0,0,0.0,6.9,1.1,84.6,85.8472,8.3,25597,0.52935817,16.0,26.0,6.0,14.0,0.6154,0.4286,1.0,1.0,1.0,101.052,95.814,1.52691,78.3995,2.25865,-1.71044,3.96908,-0.702808,13.0968,-3.60956,2.90675,0.7097,2.129,2.8387,0.2903,0.2258,0.7419,1.9032,0.0
